valor_transacao,hora_transacao,dia_semana,qtd_transacoes_24h,tempo_desde_ultima_transacao_min,distancia_localizacao_km,idade_conta_dias,qtd_dispositivos_distintos,score_credito,renda_mensal_estimada,qtd_transacoes_mes,media_valor_transacao_30d,desvio_valor_media,mesmo_destinatario_recente,tipo_chave_pix,tentativas_senha_errada,usa_vpn,transacao_internacional,valor_acumulado_24h,razao_valor_renda,fraude
93.81,6,3,0,16.97,14.69,754,2,692.0,4131.93,22,69.97,0.34,1,1,0,0,0,0.0,0.02,0
227.96,14,2,8,14.33,,41,2,569.0,1000.0,11,52.33,3.29,0,0,3,1,1,1462.4,0.23,1
81.69,6,1,2,79.22,1.25,425,2,768.0,4205.72,27,107.63,-0.24,1,1,0,0,1,65.67,0.02,0
520.12,13,0,5,104.8,,927,2,620.0,3787.52,24,500.5,0.04,1,0,0,1,0,1363.14,0.14,0
33.08,17,4,5,286.17,4.06,394,1,614.0,2590.91,16,47.05,-0.29,1,3,0,0,0,78.95,0.01,0
123.16,11,1,2,163.65,5.48,556,2,827.0,4303.97,41,84.33,0.46,1,0,0,0,0,146.72,0.03,0
253.42,14,3,1,336.58,3.34,381,2,750.0,3166.7,22,331.89,-0.24,1,0,1,0,0,95.02,0.08,0
7.69,14,0,1,131.64,0.1,731,1,710.0,2884.07,30,7.48,0.02,0,1,0,0,0,5.83,0.0,0
19.09,20,6,3,277.67,3.37,538,1,687.0,3759.25,23,18.92,0.01,1,2,0,0,0,23.65,0.01,0
8.46,16,0,2,2.22,6.99,542,1,636.0,2996.01,19,8.28,0.02,1,0,0,1,0,5.84,0.0,0
173.29,14,2,5,185.28,4.48,641,1,762.0,1500.0,25,114.74,0.51,1,1,0,0,0,562.02,0.12,0
34.96,13,3,3,104.12,7.89,376,1,790.0,8183.58,28,34.0,0.03,1,0,0,0,0,46.83,0.0,0
78.67,10,0,6,79.73,0.43,585,1,627.0,2623.67,22,46.58,0.67,1,0,1,0,0,302.04,0.03,0
33.62,22,0,4,177.59,12.68,703,2,626.0,2948.66,32,32.6,0.03,1,1,0,0,0,94.1,0.01,0
2222.22,4,1,9,25.97,26.26,75,4,658.0,,17,362.06,5.12,0,3,2,1,0,13849.76,0.44,1
1517.82,3,1,15,29.16,21.76,44,2,,,15,577.25,1.63,0,2,1,1,0,23965.01,0.61,1
5.27,16,5,4,116.19,10.96,438,2,587.0,2679.69,29,5.22,0.01,1,1,1,0,1,15.66,0.0,0
1703.6,2,5,12,11.8,90.11,112,3,658.0,1411.97,6,242.79,5.99,1,1,2,0,0,16730.77,1.21,1
1094.19,0,6,6,41.25,31.36,69,6,450.0,2397.35,10,286.86,2.8,0,3,4,1,0,6376.06,0.46,1
275.34,8,3,2,281.62,9.39,320,2,742.0,1788.56,26,184.45,0.49,0,0,0,0,0,280.63,0.15,0
142.44,9,2,3,113.1,0.99,584,3,615.0,4668.34,28,191.89,-0.26,0,2,0,1,0,235.78,0.03,0
78.44,9,4,0,237.57,3.79,430,2,669.0,1500.0,30,61.54,0.27,1,0,0,0,0,0.0,0.05,0
277.3,14,3,2,233.06,7.14,548,3,766.0,7868.4,32,337.23,-0.18,0,0,0,0,0,220.95,0.04,0
1182.03,14,4,3,47.42,3.23,561,1,526.0,,30,1066.31,0.11,0,1,0,0,0,1842.17,0.2,0
72.02,17,3,3,268.78,18.26,839,1,744.0,2620.45,30,80.54,-0.1,0,2,0,0,0,150.45,0.03,0
83.44,11,4,9,16.06,6.13,603,1,803.0,7329.38,21,65.42,0.27,0,0,0,0,0,429.96,0.01,0
140.11,8,0,3,,1.56,276,1,603.0,,19,94.73,0.47,1,1,0,0,0,160.83,0.09,0
391.01,11,3,3,,8.44,1169,1,706.0,,24,512.52,-0.24,1,0,0,0,0,597.84,0.08,0
13.43,14,6,3,394.23,2.06,1265,1,696.0,1500.0,24,11.79,0.13,0,0,0,0,0,14.66,0.01,0
504.05,7,3,6,120.14,2.05,788,2,767.0,4748.3,33,275.03,0.83,1,0,0,0,0,2069.27,0.11,0
43.44,14,2,3,49.32,10.84,1504,2,711.0,10349.51,20,58.26,-0.25,1,1,0,0,0,54.73,0.0,0
17.47,10,0,4,33.55,10.05,543,2,635.0,1787.23,22,16.45,0.06,0,2,0,0,1,44.21,0.01,0
16.63,11,5,4,41.49,5.21,444,1,763.0,3478.8,26,15.07,0.1,0,0,1,0,0,38.94,0.0,0
36.22,10,0,1,20.64,12.97,133,2,713.0,8668.01,30,47.56,-0.23,1,3,0,0,0,22.15,0.0,0
34.13,21,1,2,27.51,1.35,469,1,709.0,6700.36,24,23.27,0.45,1,0,0,0,0,48.58,0.01,0
143.95,9,2,5,135.84,0.5,651,1,615.0,7629.67,27,197.01,-0.27,0,1,0,0,0,558.29,0.02,0
18.03,10,1,4,406.58,7.05,699,1,754.0,4485.25,17,10.62,0.64,1,2,0,1,0,33.23,0.0,0
214.36,10,3,3,274.31,0.04,519,2,642.0,1857.39,36,258.87,-0.17,0,0,0,0,0,206.89,0.12,0
126.84,13,1,3,10.84,5.59,163,2,631.0,1500.0,27,93.17,0.36,0,0,1,0,0,271.72,0.08,0
252.01,11,4,3,35.13,22.38,322,3,653.0,4248.73,25,214.85,0.17,1,3,0,0,0,394.28,0.06,0
66.39,11,1,4,62.13,7.98,890,2,784.0,4261.8,29,97.04,-0.31,0,1,0,0,0,205.5,0.02,0
4410.36,13,1,6,1.0,5.59,740,1,768.0,2420.47,32,5253.64,-0.16,1,1,1,0,0,10767.86,1.82,0
48.19,10,1,3,29.06,8.9,472,2,660.0,3292.99,30,69.51,-0.3,0,1,0,0,0,99.94,0.01,0
50.34,8,0,1,57.09,1.9,1203,1,703.0,4756.71,31,66.68,-0.24,0,1,0,0,0,23.67,0.01,0
67.0,10,3,4,551.1,13.24,405,2,698.0,5051.22,19,99.22,-0.32,0,1,0,0,0,107.92,0.01,0
10.82,9,3,0,58.43,3.67,677,3,746.0,8731.94,32,8.77,0.21,1,3,0,0,0,0.0,0.0,0
392.41,18,0,2,548.39,13.71,304,2,484.0,7422.13,30,527.04,-0.25,0,1,0,0,0,608.89,0.05,0
93.82,11,1,4,74.71,5.07,758,2,752.0,2306.53,24,60.78,0.53,0,1,0,0,0,137.33,0.04,0
76.3,17,1,1,110.11,5.11,383,2,580.0,7216.92,23,97.55,-0.22,1,3,0,0,0,43.78,0.01,0
59.38,19,2,1,16.85,11.85,274,2,741.0,1890.73,24,35.6,0.65,1,1,0,0,0,19.28,0.03,0
253.94,9,5,1,8.39,0.6,1308,2,740.0,5728.3,31,327.39,-0.22,0,1,0,0,0,143.25,0.04,0
140.93,13,0,3,1.27,3.34,317,1,650.0,1923.71,27,116.91,0.2,0,1,0,0,0,313.57,0.07,0
33.55,15,6,3,38.9,0.16,839,1,659.0,5353.49,29,35.32,-0.05,1,0,0,0,0,52.74,0.01,0
753.67,9,5,5,72.82,17.41,837,2,694.0,2008.56,23,922.07,-0.18,1,1,1,1,0,2397.03,0.38,0
25.62,17,4,4,37.39,3.92,951,2,753.0,13050.39,24,38.4,-0.32,1,1,0,0,1,65.56,0.0,0
562.38,12,5,4,,8.2,982,1,580.0,2763.29,32,345.42,0.63,1,3,0,0,0,746.59,0.2,0
377.02,15,5,4,57.14,1.26,397,1,549.0,3567.77,20,408.16,-0.08,0,1,0,0,0,816.08,0.11,0
100.09,14,1,4,56.83,1.77,202,2,680.0,3795.84,34,138.74,-0.28,1,3,0,0,0,155.68,0.03,0
25.87,7,1,5,336.73,4.31,840,1,700.0,2507.67,16,29.38,-0.12,1,3,0,0,0,98.58,0.01,0
31.09,17,6,3,147.78,15.65,1067,1,683.0,,25,35.8,-0.13,1,0,0,0,0,67.15,0.01,0
116.74,8,2,1,143.94,6.22,449,2,771.0,12118.72,20,133.72,-0.13,0,0,1,0,0,45.3,0.01,0
136.03,8,3,3,64.29,4.04,782,2,829.0,9562.75,32,91.7,0.48,1,0,0,0,0,236.62,0.01,0
10.33,12,0,4,450.09,10.42,948,3,699.0,1731.51,23,7.87,0.28,1,3,0,0,0,32.47,0.01,0
25.06,15,3,3,19.77,21.09,573,2,624.0,3070.01,26,27.82,-0.1,0,3,0,0,0,32.01,0.01,0
5443.23,21,6,12,23.49,,52,3,415.0,5546.25,18,868.82,5.26,0,3,1,1,1,42681.06,0.98,1
416.7,12,0,4,37.3,1.75,660,2,831.0,3561.54,23,328.57,0.27,1,3,0,0,0,645.71,0.12,0
323.3,10,4,5,67.88,2.25,851,1,637.0,1864.42,33,364.91,-0.11,1,2,0,0,0,1286.87,0.17,0
213.31,15,4,4,32.23,3.94,312,1,642.0,5181.99,25,284.83,-0.25,1,1,0,0,0,541.46,0.04,0
1198.43,18,0,6,122.04,,596,2,601.0,2616.13,28,1032.36,0.16,1,0,0,0,0,5580.57,0.46,0
79.53,14,2,3,275.68,18.64,830,2,814.0,2302.02,29,43.67,0.8,1,3,0,1,0,95.12,0.03,0
83.04,13,0,3,192.64,14.8,479,1,606.0,2532.56,23,75.49,0.1,1,0,0,0,0,189.34,0.03,0
95.13,13,3,3,72.2,1.67,430,1,651.0,5860.31,23,90.97,0.05,0,1,0,0,0,92.61,0.02,0
1069.59,11,4,1,13.55,,335,2,809.0,8549.03,19,1474.43,-0.27,0,1,0,0,0,524.76,0.13,0
212.43,11,2,5,78.44,0.51,888,2,648.0,5843.52,26,305.61,-0.3,1,0,1,0,0,337.31,0.04,0
22.08,9,1,2,62.0,10.17,698,2,,4090.42,18,25.57,-0.13,0,1,1,0,0,23.09,0.01,0
10.65,9,5,3,133.2,6.84,476,1,758.0,3055.4,20,13.17,-0.18,0,1,0,0,0,15.48,0.0,0
58.58,11,5,7,42.68,9.85,942,1,,3469.18,23,50.55,0.16,1,0,0,0,0,263.17,0.02,0
397.57,9,2,2,133.84,3.58,706,1,786.0,12221.24,31,417.08,-0.05,0,1,0,0,0,360.6,0.03,0
91.66,14,5,3,206.05,7.39,526,2,630.0,4689.11,22,86.86,0.05,1,1,0,0,1,208.93,0.02,0
81.56,16,6,5,46.31,0.88,213,3,835.0,1500.0,21,121.3,-0.32,1,0,0,1,0,198.4,0.05,0
50.03,13,0,4,75.88,9.05,1049,1,650.0,1500.0,25,30.06,0.64,0,0,0,0,0,133.21,0.03,0
95.77,11,6,4,1.0,24.96,588,1,642.0,3536.96,31,55.4,0.72,1,2,0,0,0,256.54,0.03,0
114.88,16,5,2,,4.47,332,2,850.0,11308.57,34,170.27,-0.32,0,2,0,0,0,170.61,0.01,0
23.94,12,1,5,270.9,4.78,214,2,850.0,2439.87,30,20.37,0.17,0,1,0,0,1,51.53,0.01,0
132.15,12,1,4,29.82,1.52,543,3,550.0,2888.27,36,129.96,0.02,1,1,0,1,0,207.36,0.05,0
92.78,14,3,3,36.72,5.8,707,1,796.0,3338.33,19,137.16,-0.32,1,0,0,0,0,171.92,0.03,0
48.59,15,6,0,145.25,28.52,527,2,626.0,6631.2,17,41.75,0.16,0,0,0,0,0,0.0,0.01,0
165.25,12,3,4,54.19,9.05,864,2,703.0,9600.75,12,154.36,0.07,1,1,1,0,0,340.62,0.02,0
152.35,12,3,1,3.63,1.5,453,3,749.0,1730.9,26,211.74,-0.28,0,0,0,0,0,58.0,0.09,0
134.47,10,6,5,7.05,1.39,540,3,770.0,1500.0,24,96.81,0.39,1,2,1,0,0,340.28,0.09,0
79.17,9,1,4,21.31,12.01,328,1,,1932.44,22,110.28,-0.28,1,1,0,0,0,129.62,0.04,0
646.94,17,1,5,85.45,0.61,717,2,478.0,4405.97,17,549.23,0.18,1,0,0,1,0,1159.19,0.15,0
781.89,6,1,2,7.3,10.03,501,1,688.0,5223.73,28,1131.53,-0.31,1,3,0,0,0,696.4,0.15,0
10.72,10,4,4,44.12,7.29,672,1,850.0,11781.54,20,9.27,0.14,1,0,0,0,0,28.66,0.0,0
24.16,13,1,6,306.54,15.03,505,2,734.0,2989.05,27,29.8,-0.18,0,0,0,0,0,48.74,0.01,0
153.41,9,4,1,46.89,6.89,715,1,613.0,7903.63,29,213.25,-0.28,0,2,0,0,0,92.13,0.02,0
12.21,8,4,5,39.67,5.24,182,3,850.0,5214.02,17,15.83,-0.22,1,0,0,0,0,34.87,0.0,0
126.43,11,4,1,139.21,7.84,658,1,707.0,2641.01,24,84.24,0.49,0,1,0,0,0,39.63,0.05,0
100.0,9,3,10,4.4,164.3,46,4,360.0,1745.34,8,39.05,1.52,0,3,3,1,0,872.95,0.06,1
145.87,11,0,4,69.55,1.22,277,3,749.0,1756.65,28,192.82,-0.24,0,0,0,0,0,451.44,0.08,0
42.22,13,2,2,,2.03,159,3,685.0,2884.24,32,47.53,-0.11,0,0,0,0,0,56.42,0.01,0
41.08,16,1,1,,4.51,729,3,712.0,4047.81,22,30.9,0.32,1,2,0,0,1,29.69,0.01,0
830.85,11,2,1,270.22,4.05,134,1,,,21,526.78,0.58,1,0,0,0,0,334.86,0.1,0
1098.45,12,3,3,157.52,1.58,718,1,563.0,1500.0,21,1559.33,-0.3,1,0,0,1,0,2513.68,0.73,0
56.68,8,5,4,88.0,1.89,687,3,760.0,1500.0,29,37.26,0.51,0,0,0,0,0,83.9,0.04,0
187.95,17,0,0,460.26,8.5,234,2,639.0,1500.0,25,128.76,0.46,1,0,0,0,1,0.0,0.13,0
203.99,9,0,1,37.73,,596,2,707.0,2806.49,27,199.08,0.02,1,3,0,1,0,84.08,0.07,0
33.71,8,5,3,264.32,9.38,406,1,792.0,3349.72,22,26.45,0.26,0,0,1,0,0,68.44,0.01,0
52.38,8,2,2,274.71,1.74,897,1,692.0,5666.08,22,39.39,0.32,1,1,1,0,0,52.96,0.01,0
149.98,11,2,2,140.5,0.14,226,1,727.0,1500.0,22,109.42,0.37,1,3,0,0,0,117.0,0.1,0
45.93,12,3,6,218.95,,192,3,734.0,4841.92,23,30.34,0.5,1,1,0,0,0,88.74,0.01,0
262.32,7,2,4,67.76,0.78,271,2,660.0,2369.42,24,267.09,-0.02,1,1,0,0,0,659.02,0.11,0
87.21,12,4,2,44.79,,235,2,625.0,4344.5,26,126.31,-0.31,1,3,1,0,0,99.66,0.02,0
42.98,7,4,7,,1.02,645,3,,2730.85,27,38.9,0.1,1,1,0,0,0,225.7,0.02,0
13.28,12,4,1,152.3,14.68,506,2,802.0,1688.5,25,8.98,0.43,0,0,0,1,0,5.07,0.01,0
19.93,14,6,3,38.98,6.86,592,1,730.0,1635.29,26,16.06,0.23,1,0,0,0,0,31.17,0.01,0
364.71,12,4,1,202.69,2.33,1440,2,567.0,1666.12,25,525.93,-0.31,1,0,1,0,0,278.32,0.22,0
59.68,9,1,3,4.09,0.39,661,1,675.0,9894.39,32,71.5,-0.16,1,2,0,0,0,103.22,0.01,0
58.72,11,0,5,69.34,10.38,813,3,747.0,5640.55,20,76.91,-0.23,0,2,0,0,1,140.97,0.01,0
90.09,18,0,4,317.65,14.42,1519,2,660.0,6457.87,28,97.07,-0.07,1,1,0,0,0,274.19,0.01,0
162.54,9,1,2,42.88,0.19,415,2,736.0,3825.58,25,178.11,-0.09,0,2,0,0,0,169.62,0.04,0
169.99,12,0,3,226.5,7.12,887,1,837.0,4782.92,24,132.89,0.28,1,1,0,0,0,383.21,0.04,0
42.67,16,5,4,452.75,20.25,245,2,617.0,4472.17,30,48.74,-0.12,1,0,0,0,0,90.54,0.01,0
38.12,12,6,3,13.84,0.11,813,2,765.0,1500.0,42,31.81,0.19,1,1,1,0,0,79.97,0.03,0
81.41,13,6,2,495.04,0.59,717,2,636.0,6174.46,26,92.77,-0.12,0,2,0,1,0,103.71,0.01,0
190.19,14,2,5,49.24,3.95,600,1,758.0,8328.66,30,275.15,-0.31,1,2,0,0,0,657.94,0.02,0
57.05,11,5,2,445.71,7.41,299,2,701.0,3256.43,24,46.84,0.21,1,2,0,0,0,72.99,0.02,0
223.32,9,2,3,22.44,1.19,286,1,623.0,2047.71,21,283.93,-0.21,1,2,0,0,0,357.62,0.11,0
35.7,11,4,4,118.16,6.66,465,1,632.0,1951.85,31,52.86,-0.32,1,1,0,0,0,60.55,0.02,0
43.83,16,2,1,65.08,27.9,277,2,665.0,2307.33,23,59.52,-0.26,1,1,0,0,0,18.27,0.02,0
50.62,14,2,4,1.12,1.08,511,2,589.0,4862.23,21,51.05,-0.01,0,2,0,1,0,117.63,0.01,0
78.16,11,0,1,83.62,1.66,524,1,715.0,2301.17,13,102.29,-0.23,1,0,0,0,0,28.58,0.03,0
104.44,15,3,8,4.37,21.13,173,5,405.0,3832.7,13,28.97,2.52,0,3,3,1,0,946.68,0.03,1
80.96,10,5,5,95.32,16.09,1391,2,754.0,2156.79,33,91.89,-0.12,0,0,0,0,0,135.57,0.04,0
43.23,15,2,2,13.5,18.38,292,2,618.0,3373.83,32,61.36,-0.29,1,0,1,0,1,51.34,0.01,0
390.61,14,1,2,188.94,3.33,641,1,850.0,3463.54,18,323.37,0.21,1,0,0,0,0,472.56,0.11,0
69.66,9,0,2,57.86,12.05,322,1,623.0,2466.08,22,90.94,-0.23,1,2,0,0,0,67.58,0.03,0
23.17,11,3,0,21.85,,475,3,693.0,6088.25,24,11.72,0.9,1,0,0,0,0,0.0,0.0,0
403.29,10,3,2,151.77,10.31,717,1,581.0,5742.51,26,354.09,0.14,1,1,0,0,0,395.56,0.07,0
207.91,9,3,7,59.26,24.15,396,1,759.0,2608.89,34,269.1,-0.23,1,2,0,0,0,823.9,0.08,0
529.46,14,5,3,219.12,0.21,473,1,649.0,5910.71,29,507.04,0.04,0,0,0,0,0,984.04,0.09,0
46.24,8,1,4,301.57,1.84,527,3,694.0,6768.3,29,55.68,-0.17,1,1,0,0,0,124.69,0.01,0
84.28,9,0,3,28.68,3.77,480,1,790.0,2477.23,23,78.45,0.07,0,1,0,0,0,119.25,0.03,0
158.91,15,0,2,44.24,5.96,237,2,720.0,5594.59,30,128.03,0.24,1,0,0,0,0,176.85,0.03,0
71.38,15,4,6,109.68,0.23,344,1,719.0,7798.4,24,70.37,0.01,1,3,0,0,0,311.63,0.01,0
32.49,13,3,5,,5.8,399,1,761.0,16454.34,24,18.86,0.69,0,2,0,0,0,54.27,0.0,0
345.03,14,6,3,,15.73,531,1,753.0,7913.99,20,275.4,0.25,1,2,1,0,0,322.94,0.04,0
112.59,11,3,4,300.78,1.03,463,1,699.0,4389.04,29,113.69,-0.01,1,1,0,0,0,355.62,0.03,0
57.35,12,4,2,30.5,10.23,684,2,671.0,2668.75,22,77.71,-0.26,1,0,0,0,0,72.37,0.02,0
128.21,15,4,3,224.21,9.64,472,1,620.0,2985.36,19,130.87,-0.02,0,1,0,0,0,268.96,0.04,0
155.13,11,6,5,54.41,0.93,522,3,671.0,3762.78,19,94.74,0.63,1,1,0,0,0,380.57,0.04,0
132.32,12,1,2,12.5,10.2,417,2,680.0,4979.14,30,103.11,0.28,0,0,0,0,1,86.52,0.03,0
5.0,15,0,4,313.65,29.79,380,2,579.0,4316.83,29,3.76,0.26,0,2,1,0,0,11.02,0.0,0
78.42,13,1,1,118.73,10.71,388,1,720.0,2456.15,22,96.01,-0.18,0,2,0,0,0,54.31,0.03,0
31.02,8,5,0,47.84,3.54,578,1,588.0,4742.86,30,36.77,-0.15,1,1,0,0,0,0.0,0.01,0
38.55,16,0,6,325.53,4.81,340,2,673.0,2669.24,23,27.59,0.38,1,1,0,0,0,122.56,0.01,0
171.57,13,1,2,106.03,6.5,773,2,693.0,4632.8,25,126.31,0.36,1,2,0,0,0,150.36,0.04,0
1807.03,10,2,8,14.93,,138,4,545.0,2695.42,8,658.92,1.74,0,3,1,1,0,14951.33,0.67,1
124.7,16,4,0,82.33,0.64,371,1,822.0,8284.28,19,113.03,0.1,1,0,0,0,0,0.0,0.02,0
166.62,11,6,6,118.86,13.16,473,2,762.0,2348.29,24,138.61,0.2,0,3,0,0,0,643.81,0.07,0
302.58,16,2,4,256.46,15.3,904,2,752.0,16158.13,22,229.68,0.32,1,0,0,0,0,931.59,0.02,0
15.2,15,2,5,373.87,10.71,526,3,712.0,3031.28,15,8.64,0.68,1,2,0,0,0,46.43,0.01,0
249.51,9,5,2,112.16,7.27,189,2,768.0,5852.04,26,185.16,0.35,1,0,1,0,0,316.38,0.04,0
99.98,11,5,3,281.92,10.34,981,1,533.0,5519.07,33,97.67,0.02,0,3,0,0,0,148.74,0.02,0
5.0,12,6,7,239.61,,530,1,637.0,1963.1,22,5.03,-0.01,1,0,0,0,1,17.23,0.0,0
9.11,8,1,2,302.78,12.35,474,2,656.0,3535.92,29,7.83,0.14,1,3,0,0,0,7.48,0.0,0
72.34,14,1,3,5.53,8.52,202,2,,1500.0,25,47.42,0.51,1,1,0,0,0,132.84,0.05,0
172.81,15,4,5,35.15,,628,1,846.0,1500.0,21,210.43,-0.18,0,1,0,0,0,630.75,0.12,0
105.9,12,3,4,70.4,6.95,534,1,533.0,1925.64,30,149.2,-0.29,1,1,0,1,1,222.95,0.05,0
210.77,17,5,7,19.81,35.66,92,5,629.0,5135.99,7,73.96,1.83,0,0,2,1,0,1209.86,0.04,1
331.51,13,1,3,1050.85,3.31,677,3,,4085.05,29,302.98,0.09,1,0,0,0,0,732.13,0.08,0
198.3,13,2,6,25.47,0.23,785,2,762.0,1500.0,26,206.2,-0.04,0,2,0,0,0,468.36,0.13,0
32.21,16,1,5,69.08,12.11,888,1,850.0,4674.57,23,47.78,-0.32,1,0,1,0,0,51.44,0.01,0
113.34,10,1,2,94.83,3.71,858,1,736.0,5808.99,26,104.15,0.09,1,1,0,0,0,99.42,0.02,0
81.9,9,2,3,111.25,10.31,778,2,787.0,1520.25,32,109.79,-0.25,0,1,0,0,0,143.54,0.05,0
129.82,6,0,5,15.92,14.35,686,1,672.0,1700.77,19,186.44,-0.3,0,2,0,0,0,448.57,0.08,0
148.84,15,4,7,122.74,6.54,292,1,740.0,3186.47,17,143.56,0.04,0,0,0,0,0,487.64,0.05,0
468.5,12,5,5,6.57,1.73,477,2,622.0,2267.73,25,435.86,0.07,1,0,0,0,0,850.75,0.21,0
83.82,17,6,2,3.66,5.79,561,2,536.0,4156.42,15,98.79,-0.15,1,3,1,0,1,64.58,0.02,0
158.88,12,3,6,151.0,2.3,266,1,630.0,,27,226.29,-0.3,1,0,0,0,0,467.54,0.05,0
613.56,3,6,13,12.38,33.04,131,3,300.0,6611.1,11,172.09,2.55,0,3,1,1,0,4468.9,0.09,1
100.0,23,1,11,29.82,5.0,154,3,300.0,2012.67,15,25.56,2.8,0,2,4,0,1,712.79,0.05,1
100.84,10,0,6,157.72,25.81,779,2,617.0,2216.64,24,74.88,0.34,1,2,1,0,0,322.7,0.05,0
75.65,16,0,2,42.68,26.79,1083,3,816.0,7820.44,22,71.41,0.06,1,2,1,0,0,74.91,0.01,0
69.83,11,0,3,17.6,18.38,247,3,635.0,3639.92,27,92.75,-0.24,1,0,0,0,0,137.1,0.02,0
85.9,11,2,3,44.0,0.88,1123,1,728.0,3767.97,40,96.48,-0.11,1,2,0,0,0,188.42,0.02,0
24.33,12,4,5,159.4,2.5,497,1,653.0,5302.66,31,27.48,-0.11,0,2,1,0,1,75.15,0.0,0
49.88,6,6,3,72.42,2.15,346,2,609.0,5158.75,19,59.17,-0.15,0,1,0,0,0,62.85,0.01,0
134.34,9,2,3,69.03,0.91,657,2,649.0,3629.99,28,96.36,0.39,0,0,0,0,1,289.49,0.04,0
90.42,11,4,4,63.05,2.91,474,2,727.0,6003.08,23,130.05,-0.3,1,0,0,0,0,188.87,0.02,0
135.04,13,3,4,219.19,4.94,543,1,728.0,2998.56,27,70.37,0.91,1,1,0,0,0,319.27,0.05,0
127.45,10,3,3,234.6,0.86,643,2,846.0,2021.14,23,172.68,-0.26,1,1,0,0,0,154.04,0.06,0
57.36,9,1,3,52.03,6.36,258,1,707.0,8135.53,26,60.74,-0.05,0,3,0,0,0,116.78,0.01,0
31.81,8,0,1,112.18,1.82,406,2,779.0,2473.68,14,46.11,-0.3,0,0,0,0,0,18.09,0.01,0
636.61,9,3,3,289.01,23.92,688,2,751.0,4236.51,38,410.51,0.55,1,3,0,0,0,1274.23,0.15,0
254.4,6,6,1,61.54,1.16,353,2,658.0,2100.54,25,363.13,-0.3,1,2,0,0,0,133.48,0.12,0
112.12,12,1,3,37.52,9.18,746,1,635.0,5432.96,26,91.59,0.22,1,3,0,0,0,128.48,0.02,0
43.14,10,2,4,189.38,2.43,504,1,743.0,5212.27,32,59.7,-0.27,1,1,1,0,0,60.48,0.01,0
64.91,8,4,6,546.93,19.61,558,1,596.0,11085.24,22,53.83,0.2,1,1,0,0,0,222.46,0.01,0
3380.49,5,4,11,8.21,87.64,206,2,330.0,2703.06,12,356.88,8.45,0,1,1,0,0,39444.32,1.25,1
85.97,16,3,6,247.17,38.23,596,2,661.0,3886.68,28,97.46,-0.12,1,1,1,0,0,346.06,0.02,0
190.08,8,6,2,38.27,1.51,830,1,636.0,2786.49,20,105.04,0.8,1,0,0,0,0,215.7,0.07,0
111.86,12,5,2,228.02,7.65,1017,3,720.0,2378.93,25,103.38,0.08,1,0,1,0,0,157.75,0.05,0
83.81,20,0,2,105.84,4.19,546,1,616.0,,23,104.95,-0.2,0,1,0,0,0,122.82,0.03,0
78.39,17,2,5,73.32,0.48,400,1,753.0,3831.13,29,87.21,-0.1,1,2,0,0,0,123.63,0.02,0
209.6,10,4,1,50.64,6.11,754,2,758.0,4974.92,34,193.85,0.08,1,1,0,0,0,112.59,0.04,0
185.55,8,4,12,14.11,29.38,263,3,403.0,4520.63,12,69.77,1.64,0,0,1,0,1,2655.56,0.04,1
65.98,19,4,0,161.08,17.49,433,2,714.0,4109.65,38,72.96,-0.09,1,1,0,0,0,0.0,0.02,0
454.5,4,2,9,1.03,314.94,233,3,598.0,1212.62,12,132.49,2.41,0,2,2,0,0,3632.1,0.37,1
331.35,13,4,0,28.99,6.05,411,3,623.0,1500.0,27,326.97,0.01,1,0,0,0,0,0.0,0.22,0
87.95,9,2,1,43.22,7.95,267,2,666.0,3930.51,30,128.91,-0.32,0,3,0,0,1,53.52,0.02,0
335.58,10,1,4,430.32,0.32,649,1,702.0,2443.84,26,365.2,-0.08,1,1,0,1,0,627.45,0.14,0
93.87,8,6,4,222.03,24.42,601,1,648.0,2042.94,22,101.44,-0.07,0,1,0,1,0,231.84,0.05,0
64.41,10,2,3,249.54,4.52,648,1,788.0,,24,49.43,0.3,0,0,0,0,0,86.89,0.02,0
69.64,14,1,2,,16.78,496,2,521.0,2889.99,22,57.2,0.21,1,2,0,0,0,42.94,0.02,0
57.94,10,0,5,105.24,12.16,955,1,631.0,2399.79,25,83.32,-0.3,1,0,0,0,0,124.58,0.02,0
1488.31,21,3,4,137.09,12.5,363,3,539.0,5480.56,23,1264.43,0.18,0,0,0,0,0,2746.27,0.27,0
5.0,22,4,4,148.73,5.97,690,2,591.0,5258.73,19,5.61,-0.09,1,0,1,0,0,11.57,0.0,0
33.56,9,0,6,96.98,1.15,331,1,798.0,5375.61,24,35.41,-0.05,0,2,0,0,0,143.28,0.01,0
238.33,17,6,4,36.32,4.74,594,1,783.0,9261.07,18,145.76,0.63,0,0,0,0,0,648.21,0.03,0
468.65,8,2,5,638.53,1.12,1051,2,600.0,4765.94,25,619.61,-0.24,0,1,0,1,0,1104.01,0.1,0
100.0,17,1,11,4.0,216.99,87,6,686.0,1262.75,10,17.67,4.41,0,3,2,0,1,1100.05,0.08,1
44.2,9,4,3,53.18,10.52,307,1,620.0,6068.23,22,47.4,-0.07,1,1,0,0,0,66.95,0.01,0
155.83,10,5,6,74.85,3.35,463,2,647.0,2616.48,26,207.09,-0.25,0,0,0,0,0,456.43,0.06,0
21.93,9,2,7,99.69,1.97,853,2,709.0,2714.54,26,22.15,-0.01,0,1,0,0,0,60.79,0.01,0
